Entry	Araport
A0A178V0Y9	
A0A178V0Z1	AT4G05460;
A0A178V0Z3	
A0A178V0Z4	
A0A178V0Z5	
A0A178V0Z6	
A0A178V0Z7	
A0A178V0Z8	
A0A178V0Z9	
A0A178V100	
A0A178V101	
A0A178V102	AT4G14200;
A0A178V103	AT4G03820;
A0A178V105	AT4G17650;
A0A178V106	
A0A178V107	
A0A178V108	
A0A178V109	
A0A178V110	
A0A178V111	
A0A178V112	
A0A178V113	AT4G09810;
A0A178V115	AT4G03150;
A0A178V116	
A0A178V118	AT4G00050;
A0A178V119	AT4G16545;
A0A178V120	
A0A178V121	AT4G23493;
A0A178V122	
A0A178V123	
A0A178V124	
A0A178V126	
A0A178V128	
A0A178V129	
A0A178V130	
A0A178V131	
A0A178V132	
A0A178V133	AT4G28990;
A0A178V134	
A0A178V135	
A0A178V137	
A0A178V138	
A0A178V139	AT4G25720;
A0A178V140	
A0A178V141	AT4G13720;
A0A178V142	
A0A178V143	
A0A178V145	
A0A178V146	
A0A178V147	AT4G23350;
A0A178V148	
A0A178V149	
A0A178V150	
A0A178V152	
A0A178V154	
A0A178V155	
A0A178V156	
A0A178V157	AT4G14110;
A0A178V158	
A0A178V159	
A0A178V160	
A0A178V161	
A0A178V162	
A0A178V163	
A0A178V164	
A0A178V165	AT4G19650;
A0A178V166	AT4G38213;
A0A178V168	AT4G31685;
A0A178V169	
A0A178V170	
A0A178V171	
A0A178V172	
A0A178V173	
A0A178V174	
A0A178V175	AT4G24760;
A0A178V177	AT4G01130;
A0A178V178	
A0A178V179	
A0A178V180	AT4G25850;
A0A178V181	
A0A178V182	
A0A178V183	
A0A178V185	AT4G05320;
A0A178V186	
A0A178V187	
A0A178V188	
A0A178V189	
A0A178V190	
A0A178V191	
A0A178V192	
A0A178V193	
A0A178V194	AT4G08620;
A0A178V195	
A0A178V197	
A0A178V1A2	AT4G12735;
A0A178V1A3	AT4G10090;
A0A178V1A4	
A0A178V1A5	
A0A178V1A6	
A0A178V1A7	
A0A178V1A8	AT4G12240;
A0A178V1A9	
A0A178V1B0	
A0A178V1B1	
A0A178V1B2	
A0A178V1B4	
A0A178V1B5	
A0A178V1B6	
A0A178V1B7	
A0A178V1B8	
A0A178V1C0	
A0A178V1C1	AT4G26790;
A0A178V1C2	
A0A178V1C4	
A0A178V1C5	AT4G12510;AT4G12520;
A0A178V1C6	
A0A178V1C7	AT4G37700;
A0A178V1C8	
A0A178V1D1	AT4G11300;
A0A178V1D3	
A0A178V1D4	
A0A178V1D6	AT4G32790;
A0A178V1D8	
A0A178V1E0	
A0A178V1E1	
A0A178V1E2	AT4G34600;
A0A178V1E3	
A0A178V1E4	
A0A178V1E5	
A0A178V1E6	AT4G32240;
A0A178V1E7	AT4G36530;
A0A178V1F0	AT4G37020;
A0A178V1F1	
A0A178V1F2	
A0A178V1F3	AT4G09000;
A0A178V1F5	
A0A178V1F7	
A0A178V1F8	
A0A178V1F9	
A0A178V1G0	
A0A178V1G1	
A0A178V1G2	
A0A178V1G3	
A0A178V1G4	AT4G16440;
A0A178V1G6	AT4G18070;
A0A178V1G7	AT4G25810;
A0A178V1G9	
A0A178V1H0	
A0A178V1H1	AT4G14615;
A0A178V1H2	
A0A178V1H3	AT4G17740;
A0A178V1H5	
A0A178V1H6	
A0A178V1H7	AT4G25720;
A0A178V1H8	
A0A178V1H9	
A0A178V1I2	AT4G30662;
A0A178V1I3	
A0A178V1I4	AT4G13670;
A0A178V1I8	AT4G27590;
A0A178V1I9	
A0A178V1J0	
A0A178V1J2	
A0A178V1J4	
A0A178V1J5	
A0A178V1J7	
A0A178V1J8	
A0A178V1J9	
A0A178V1K1	AT4G00080;
A0A178V1K2	
A0A178V1K4	
A0A178V1K5	
A0A178V1K6	
A0A178V1K7	
A0A178V1K8	
A0A178V1L1	
A0A178V1L3	
A0A178V1L4	
A0A178V1L5	
A0A178V1L8	
A0A178V1M0	
A0A178V1M1	
A0A178V1M2	
A0A178V1M3	
A0A178V1M6	
A0A178V1M7	AT4G14220;
A0A178V1M8	
A0A178V1M9	
A0A178V1N0	AT4G25790;
A0A178V1N2	AT4G21550;
A0A178V1N3	AT4G28030;
A0A178V1N4	
A0A178V1N5	
A0A178V1N7	
A0A178V1N8	
A0A178V1N9	
A0A178V1P0	
A0A178V1P2	
A0A178V1P3	
A0A178V1P4	AT4G33180;
A0A178V1P5	
A0A178V1P6	
A0A178V1P7	AT4G26415;
A0A178V1P8	
A0A178V1Q0	
A0A178V1Q2	
A0A178V1Q3	
A0A178V1Q4	
A0A178V1Q5	
A0A178V1Q6	
A0A178V1Q7	
A0A178V1Q8	
A0A178V1Q9	AT4G00920;
A0A178V1R0	
A0A178V1R1	AT4G36945;
A0A178V1R2	
A0A178V1R3	
A0A178V1R4	
A0A178V1R5	AT4G15475;
A0A178V1R6	
A0A178V1R8	
A0A178V1R9	
A0A178V1S0	
A0A178V1S1	
A0A178V1S2	
A0A178V1S3	
A0A178V1S4	
A0A178V1S5	
A0A178V1S7	
A0A178V1S8	
A0A178V1S9	AT4G28260;
A0A178V1T0	AT4G35300;
A0A178V1T1	AT4G00180;
A0A178V1T2	AT4G09970;
A0A178V1T3	AT4G27620;
A0A178V1T6	
A0A178V1T8	AT4G24175;
A0A178V1T9	
A0A178V1U0	
A0A178V1U2	AT4G26990;
A0A178V1U3	
A0A178V1U4	AT4G33380;
A0A178V1U5	AT4G02690;
A0A178V1U6	
A0A178V1U8	
A0A178V1U9	
A0A178V1V0	
A0A178V1V1	
A0A178V1V2	AT4G33640;
A0A178V1V4	
A0A178V1V7	
A0A178V1V8	
A0A178V1W1	
A0A178V1W3	
A0A178V1W4	
A0A178V1W5	AT4G32930;
A0A178V1W6	
A0A178V1W7	
A0A178V1W8	
A0A178V1W9	
A0A178V1X1	AT4G10265;
A0A178V1X2	
A0A178V1X4	
A0A178V1X5	
A0A178V1X6	AT4G33540;
A0A178V1X7	
A0A178V1Y2	
A0A178V1Y3	
A0A178V1Y5	
A0A178V1Y6	
A0A178V1Y7	AT4G24420;
A0A178V1Y8	AT4G03565;
A0A178V1Y9	
A0A178V1Z0	
A0A178V1Z1	
A0A178V1Z2	
A0A178V1Z3	
A0A178V1Z4	
A0A178V1Z5	AT4G32980;
A0A178V1Z6	
A0A178V1Z7	
A0A178V1Z8	
A0A178V1Z9	
A0A178V200	
A0A178V201	
A0A178V203	
A0A178V204	
A0A178V205	
A0A178V207	AT4G33625;
A0A178V208	
A0A178V209	AT4G36010;
A0A178V210	
A0A178V211	AT4G34770;
A0A178V212	
A0A178V214	
A0A178V215	
A0A178V216	
A0A178V217	
A0A178V218	
A0A178V219	
A0A178V221	
A0A178V224	
A0A178V226	
A0A178V227	
A0A178V228	
A0A178V230	
A0A178V231	
A0A178V233	
A0A178V234	
A0A178V235	
A0A178V236	AT4G37240;
A0A178V239	
A0A178V242	
A0A178V243	
A0A178V244	
A0A178V247	
A0A178V248	
A0A178V249	
A0A178V250	
A0A178V251	
A0A178V252	AT4G26590;
A0A178V254	
A0A178V255	
A0A178V257	
A0A178V258	
A0A178V259	
A0A178V261	
A0A178V262	AT4G22490;
A0A178V263	AT4G00180;
A0A178V265	
A0A178V266	AT4G13440;
A0A178V267	
A0A178V268	
A0A178V271	
A0A178V272	
A0A178V273	
A0A178V274	AT4G36945;
A0A178V275	AT4G04925;
A0A178V277	
A0A178V278	
A0A178V279	
A0A178V281	AT4G01270;
A0A178V283	
A0A178V284	
A0A178V285	
A0A178V286	
A0A178V288	
A0A178V292	AT4G24070;
A0A178V293	
A0A178V295	AT4G27980;
A0A178V298	AT4G23910;
A0A178V2A0	
A0A178V2A2	
A0A178V2A3	
A0A178V2A4	
A0A178V2A5	
A0A178V2A6	
A0A178V2A7	
A0A178V2A9	
A0A178V2B0	
A0A178V2B1	
A0A178V2B2	AT4G33470;
A0A178V2B4	
A0A178V2B5	
A0A178V2B6	
A0A178V2B8	
A0A178V2B9	
A0A178V2C0	
A0A178V2C1	
A0A178V2C2	
A0A178V2C3	AT4G21900;
A0A178V2C4	
A0A178V2C7	
A0A178V2C8	
A0A178V2C9	
A0A178V2D0	AT4G14040;
A0A178V2D1	AT4G36010;
A0A178V2D3	
A0A178V2D5	
A0A178V2D6	
A0A178V2D8	
A0A178V2E0	
A0A178V2E1	
A0A178V2E2	
A0A178V2E5	
A0A178V2E8	
A0A178V2F1	
A0A178V2F2	AT4G35320;
A0A178V2F3	
A0A178V2F4	
A0A178V2F5	
A0A178V2F6	
A0A178V2F7	AT4G15540;
A0A178V2F8	
A0A178V2G0	
A0A178V2G1	
A0A178V2G3	
A0A178V2G6	
A0A178V2G8	
A0A178V2G9	AT4G35150;
A0A178V2H1	
A0A178V2H3	
A0A178V2H4	
A0A178V2H5	AT4G09810;
A0A178V2H6	
A0A178V2H7	
A0A178V2H8	AT4G31130;
A0A178V2H9	
A0A178V2I0	AT4G13885;
A0A178V2I1	
A0A178V2I2	
A0A178V2I9	
A0A178V2J0	
A0A178V2J1	AT4G19880;
A0A178V2J2	
A0A178V2J4	
A0A178V2J6	
A0A178V2J8	AT4G00525;
A0A178V2J9	AT4G14510;
A0A178V2K0	
A0A178V2K1	
A0A178V2K2	AT4G23330;
A0A178V2K4	
A0A178V2K5	
A0A178V2K6	
A0A178V2K7	
A0A178V2K8	
A0A178V2K9	
A0A178V2L0	AT4G15417;
A0A178V2L1	AT4G27980;
A0A178V2L2	
A0A178V2L3	
A0A178V2L4	AT4G00420;
A0A178V2L5	AT4G21620;
A0A178V2L6	
A0A178V2L7	
A0A178V2L8	
A0A178V2L9	
A0A178V2M0	
A0A178V2M1	
A0A178V2M4	
A0A178V2M7	
A0A178V2M8	AT4G11670;
A0A178V2M9	
A0A178V2N0	
A0A178V2N1	
A0A178V2N5	
A0A178V2N6	
A0A178V2N7	
A0A178V2N8	
A0A178V2N9	AT4G33690;
A0A178V2P0	
A0A178V2P2	
A0A178V2P3	
A0A178V2P4	
A0A178V2P5	
A0A178V2P6	
A0A178V2P7	
A0A178V2P8	
A0A178V2P9	
A0A178V2Q0	AT4G28310;
A0A178V2Q1	
A0A178V2Q2	
A0A178V2Q4	
A0A178V2Q5	
A0A178V2Q6	
A0A178V2Q7	
A0A178V2Q8	
A0A178V2Q9	
A0A178V2R1	
A0A178V2R2	
A0A178V2R4	
A0A178V2R5	AT4G21900;
A0A178V2R7	
A0A178V2R9	
A0A178V2S0	AT4G27380;
A0A178V2S2	AT4G32105;
A0A178V2S3	
A0A178V2S4	
A0A178V2S9	AT4G35165;
A0A178V2T0	
A0A178V2T2	
A0A178V2T5	
A0A178V2T6	
A0A178V2T7	
A0A178V2T8	AT4G27435;
A0A178V2U0	
A0A178V2U1	
A0A178V2U3	
A0A178V2U4	
A0A178V2U6	AT4G10060;
A0A178V2U7	
A0A178V2U9	
A0A178V2V0	
A0A178V2V1	
A0A178V2V2	AT4G25550;
A0A178V2V3	
A0A178V2V5	
A0A178V2V6	
A0A178V2V7	AT4G21480;
A0A178V2V8	
A0A178V2V9	
A0A178V2W0	
A0A178V2W1	AT4G00525;
A0A178V2W2	AT4G21215;
A0A178V2W4	AT4G31080;
A0A178V2W5	
A0A178V2W6	AT4G37460;
A0A178V2W7	
A0A178V2W9	
A0A178V2X1	
A0A178V2X2	
A0A178V2X4	
A0A178V2X5	
A0A178V2X6	
A0A178V2Y0	
A0A178V2Y1	
A0A178V2Y2	
A0A178V2Y3	
A0A178V2Y4	
A0A178V2Y5	
A0A178V2Y6	
A0A178V2Y7	
A0A178V2Y8	
A0A178V2Y9	AT4G12690;
A0A178V2Z0	
A0A178V2Z1	AT4G00335;
A0A178V2Z2	
A0A178V2Z3	
A0A178V2Z4	
A0A178V2Z5	
A0A178V2Z6	
A0A178V2Z8	AT4G34150;
A0A178V2Z9	
A0A178V300	AT4G21580;
A0A178V301	
A0A178V302	
A0A178V303	
A0A178V306	
A0A178V308	
A0A178V309	
A0A178V310	
A0A178V312	
A0A178V313	
A0A178V314	
A0A178V316	
A0A178V317	
A0A178V318	
A0A178V319	
A0A178V320	AT4G16160;
A0A178V321	
A0A178V322	
A0A178V323	
A0A178V324	
A0A178V325	
A0A178V326	
A0A178V327	
A0A178V328	
A0A178V329	
A0A178V330	AT4G18070;
A0A178V332	
A0A178V334	
A0A178V335	
A0A178V336	AT4G14180;
A0A178V337	
A0A178V338	
A0A178V339	
A0A178V340	
A0A178V342	AT4G17150;
A0A178V343	
A0A178V345	
A0A178V346	
A0A178V347	
A0A178V348	
A0A178V350	
A0A178V351	AT4G39955;
A0A178V352	
A0A178V353	
A0A178V354	
A0A178V357	
A0A178V358	
A0A178V360	
A0A178V361	
A0A178V362	
A0A178V363	
A0A178V364	
A0A178V365	
A0A178V366	
A0A178V368	
A0A178V369	
A0A178V370	
A0A178V371	
A0A178V372	
A0A178V373	AT4G32270;
A0A178V374	
A0A178V375	
A0A178V376	
A0A178V377	
A0A178V379	AT4G38840;
A0A178V380	
A0A178V381	
A0A178V382	
A0A178V384	
A0A178V386	
A0A178V387	
A0A178V388	
A0A178V390	AT4G17050;
A0A178V391	AT4G22370;
A0A178V393	
A0A178V394	
A0A178V395	
A0A178V396	
A0A178V397	
A0A178V398	
A0A178V3A0	
A0A178V3A1	
A0A178V3A3	
A0A178V3A5	
A0A178V3A7	
A0A178V3A9	
A0A178V3B0	
A0A178V3B1	
A0A178V3B3	
A0A178V3B5	AT4G05220;
A0A178V3B7	
A0A178V3B8	
A0A178V3B9	
A0A178V3C0	
A0A178V3C1	
A0A178V3C3	AT4G05340;
A0A178V3C4	
A0A178V3C5	
A0A178V3C6	
A0A178V3C7	AT4G02340;
A0A178V3C8	
A0A178V3D2	
A0A178V3D4	
A0A178V3D5	
A0A178V3D6	
A0A178V3D8	
A0A178V3E0	
A0A178V3E1	AT4G38350;
A0A178V3E3	
A0A178V3E4	
A0A178V3E5	AT4G18422;
A0A178V3E6	
A0A178V3E8	
A0A178V3E9	AT4G22830;
A0A178V3F0	
A0A178V3F2	
A0A178V3F3	
A0A178V3F4	
A0A178V3F5	
A0A178V3F6	AT4G16030;
A0A178V3F7	AT4G28340;
A0A178V3F8	
A0A178V3F9	
A0A178V3G0	
A0A178V3G1	AT4G03620;
A0A178V3G2	
A0A178V3G3	
A0A178V3G5	AT4G27020;
A0A178V3G7	
A0A178V3G8	
A0A178V3H0	
A0A178V3H2	
A0A178V3H3	
A0A178V3H4	
A0A178V3H5	
A0A178V3H7	
A0A178V3H8	AT4G16008;
A0A178V3H9	
A0A178V3I0	AT4G33440;
A0A178V3I1	AT4G19160;
A0A178V3I2	
A0A178V3I3	
A0A178V3I5	
A0A178V3I6	
A0A178V3I7	
A0A178V3I8	
A0A178V3I9	
A0A178V3J0	
A0A178V3J2	
A0A178V3J3	
A0A178V3J4	
A0A178V3J5	
A0A178V3J6	
A0A178V3J8	
A0A178V3J9	
A0A178V3K0	
A0A178V3K1	AT4G18660;
A0A178V3K2	
A0A178V3K3	
A0A178V3K4	
A0A178V3K6	
A0A178V3K8	
A0A178V3K9	
A0A178V3L0	AT4G27620;
A0A178V3L1	
A0A178V3L3	AT4G38070;
A0A178V3L4	
A0A178V3L5	
A0A178V3L6	
A0A178V3L7	
A0A178V3L8	
A0A178V3L9	AT4G00905;
A0A178V3M0	
A0A178V3M1	
A0A178V3M4	
A0A178V3M5	AT4G03180;
A0A178V3M6	
A0A178V3M8	
A0A178V3M9	
A0A178V3N1	
A0A178V3N3	
A0A178V3N5	
A0A178V3N7	
A0A178V3N8	AT4G04190;
A0A178V3N9	
A0A178V3P0	
A0A178V3P1	
A0A178V3P2	
A0A178V3P4	AT4G28940;
A0A178V3P5	
A0A178V3P7	
A0A178V3P8	AT4G38540;
A0A178V3Q0	
A0A178V3Q2	AT4G17280;
A0A178V3Q3	
A0A178V3Q4	AT4G14220;
A0A178V3Q6	AT4G10330;
A0A178V3Q7	
A0A178V3R0	
A0A178V3R1	
A0A178V3R2	
A0A178V3R3	
A0A178V3R4	
A0A178V3R5	
A0A178V3R6	
A0A178V3R7	
A0A178V3R8	
A0A178V3R9	
A0A178V3S1	
A0A178V3S3	
A0A178V3S4	
A0A178V3S5	AT4G24060;
A0A178V3S6	AT4G35860;
A0A178V3S7	AT4G24590;
A0A178V3S8	
A0A178V3S9	
A0A178V3T1	
A0A178V3T2	
A0A178V3T3	
A0A178V3T4	
A0A178V3T5	AT4G32610;
A0A178V3T6	
A0A178V3T7	
A0A178V3U0	
A0A178V3U2	
A0A178V3U3	
A0A178V3U4	AT4G15520;
A0A178V3U5	
A0A178V3U6	
A0A178V3U7	
A0A178V3U8	AT4G33960;
A0A178V3U9	
A0A178V3V0	
A0A178V3V1	
A0A178V3V4	
A0A178V3V5	
A0A178V3V6	
A0A178V3V7	
A0A178V3W0	
A0A178V3W1	AT4G14420;
A0A178V3W2	AT4G31260;
A0A178V3W3	
A0A178V3W4	
A0A178V3W6	AT4G05430;
A0A178V3W7	
A0A178V3W9	
A0A178V3X0	
A0A178V3X2	
A0A178V3X3	
A0A178V3X6	
A0A178V3X7	
A0A178V3X8	
A0A178V3X9	
A0A178V3Y0	
A0A178V3Y1	
A0A178V3Y2	AT4G25070;
A0A178V3Y3	
A0A178V3Y4	
A0A178V3Y6	
A0A178V3Y8	
A0A178V3Z3	
A0A178V3Z4	
A0A178V3Z5	
A0A178V3Z6	
A0A178V3Z7	
A0A178V3Z8	AT4G20380;
A0A178V401	
A0A178V402	
A0A178V405	
A0A178V406	
A0A178V407	AT4G26650;
A0A178V408	
A0A178V409	
A0A178V410	
A0A178V411	
A0A178V412	
A0A178V414	
A0A178V415	
A0A178V416	
A0A178V418	AT4G12530;
A0A178V419	
A0A178V420	
A0A178V422	
A0A178V423	
A0A178V424	
A0A178V425	
A0A178V428	
A0A178V429	
A0A178V430	
A0A178V431	AT4G24230;
A0A178V432	
A0A178V433	AT4G15750;
A0A178V434	
A0A178V435	
A0A178V436	
A0A178V438	
A0A178V439	
A0A178V440	
A0A178V441	AT4G37682;
A0A178V442	
A0A178V443	
A0A178V445	
A0A178V446	
A0A178V447	
A0A178V448	
A0A178V449	
A0A178V450	AT4G32860;
A0A178V451	AT4G27620;
A0A178V452	
A0A178V453	
A0A178V454	AT4G21060;
A0A178V455	
A0A178V457	
A0A178V458	
A0A178V459	
A0A178V460	
A0A178V461	
A0A178V463	AT4G36400;
A0A178V464	
A0A178V465	AT4G27080;
A0A178V466	
A0A178V467	
A0A178V469	
A0A178V470	
A0A178V471	
A0A178V472	AT4G14103;
A0A178V473	
A0A178V474	
A0A178V476	
A0A178V477	
A0A178V478	
A0A178V479	AT4G36040;
A0A178V480	
A0A178V482	
A0A178V483	AT4G17540;
A0A178V484	
A0A178V485	
A0A178V489	
A0A178V490	AT4G27980;
A0A178V492	
A0A178V493	
A0A178V494	
A0A178V495	
A0A178V497	
A0A178V498	
A0A178V499	
A0A178V4A0	AT4G14830;
A0A178V4A1	
A0A178V4A3	
A0A178V4A4	
A0A178V4A5	
A0A178V4A6	
A0A178V4A7	
A0A178V4B0	
A0A178V4B1	
A0A178V4B2	
A0A178V4B4	
A0A178V4B6	
A0A178V4B8	
A0A178V4B9	
A0A178V4C0	
A0A178V4C1	AT4G14815;
A0A178V4C2	
A0A178V4C3	
A0A178V4C4	
A0A178V4C5	
A0A178V4C7	AT4G09890;
A0A178V4C8	
A0A178V4D1	
A0A178V4D2	
A0A178V4D3	
A0A178V4D5	
A0A178V4D6	
A0A178V4D7	AT4G39610;
A0A178V4D9	
A0A178V4E0	
A0A178V4E1	
A0A178V4E2	
A0A178V4E3	
A0A178V4E4	AT4G00231;
A0A178V4E5	
A0A178V4E6	AT4G16340;
A0A178V4E7	
A0A178V4E8	
A0A178V4F0	
A0A178V4F1	
A0A178V4F2	
A0A178V4F3	
A0A178V4F4	
A0A178V4F5	AT4G11670;
A0A178V4F6	
A0A178V4F7	
A0A178V4F8	
A0A178V4F9	
A0A178V4G2	AT4G32590;
A0A178V4G3	AT4G27080;
A0A178V4G5	
A0A178V4G6	
A0A178V4G7	
A0A178V4G8	AT4G27680;
A0A178V4G9	
A0A178V4H0	
A0A178V4H1	
A0A178V4H2	
A0A178V4H4	AT4G23620;
A0A178V4H5	AT4G00420;
A0A178V4H8	
A0A178V4H9	
A0A178V4I0	
A0A178V4I1	AT4G01760;
A0A178V4I2	
A0A178V4I3	
A0A178V4I4	
A0A178V4I5	
A0A178V4J1	
A0A178V4J2	
A0A178V4J5	AT4G37500;
A0A178V4J7	
A0A178V4J8	
A0A178V4K0	
A0A178V4K2	AT4G27660;
A0A178V4K3	
A0A178V4K4	
A0A178V4K5	
A0A178V4K6	AT4G25433;
A0A178V4K7	AT4G40045;
A0A178V4K8	
A0A178V4K9	
A0A178V4L0	
A0A178V4L1	
A0A178V4L2	
A0A178V4L4	
A0A178V4L5	AT4G22270;
A0A178V4L7	
A0A178V4L8	
A0A178V4M0	
A0A178V4M1	
A0A178V4M2	AT4G20070;
A0A178V4M3	
A0A178V4M4	
A0A178V4M5	
A0A178V4M6	
A0A178V4M7	
A0A178V4M8	
A0A178V4N0	
A0A178V4N1	
A0A178V4N3	
A0A178V4N5	
A0A178V4N6	
A0A178V4N7	
A0A178V4N9	
A0A178V4P0	
A0A178V4P1	
A0A178V4P2	AT4G33130;
A0A178V4P3	
A0A178V4P4	AT4G11980;
A0A178V4P5	
A0A178V4P6	
A0A178V4P8	AT4G14310;
A0A178V4P9	
A0A178V4Q0	AT4G25590;
A0A178V4Q1	AT4G28480;
A0A178V4Q3	
A0A178V4Q4	AT4G23760;
A0A178V4Q5	
A0A178V4Q6	AT4G36500;
A0A178V4Q9	
A0A178V4R0	
A0A178V4R1	
A0A178V4R2	
A0A178V4R3	
A0A178V4R6	
A0A178V4R9	
A0A178V4S1	
A0A178V4S2	
A0A178V4S3	
A0A178V4S4	AT3G54380;
A0A178V4S5	
A0A178V4S6	AT4G02195;
A0A178V4S7	
A0A178V4S8	AT4G23680;
A0A178V4S9	
A0A178V4T0	AT4G37460;
A0A178V4T1	
A0A178V4T2	AT4G33520;
A0A178V4T3	
A0A178V4T4	
A0A178V4T5	
A0A178V4T6	
A0A178V4T7	
A0A178V4T9	
A0A178V4U0	
A0A178V4U1	
A0A178V4U2	
A0A178V4U5	
A0A178V4U7	AT4G32510;
A0A178V4U9	
A0A178V4V1	
A0A178V4V2	
A0A178V4V3	
A0A178V4V4	
A0A178V4V5	
A0A178V4V6	
A0A178V4V7	
A0A178V4V8	
A0A178V4V9	
A0A178V4W0	AT4G15140;
A0A178V4W2	AT4G22517;
A0A178V4W6	
A0A178V4W7	
A0A178V4W8	AT4G02670;
A0A178V4W9	AT4G10290;
A0A178V4X0	
A0A178V4X1	
A0A178V4X2	
A0A178V4X4	
A0A178V4X8	AT4G35450;
A0A178V4Y0	AT4G12640;
A0A178V4Y1	
A0A178V4Y3	
A0A178V4Y4	
A0A178V4Y5	
A0A178V4Y8	
A0A178V4Z1	
A0A178V4Z2	AT4G18570;
A0A178V4Z4	
A0A178V4Z5	
A0A178V4Z6	
A0A178V4Z8	
A0A178V500	
A0A178V501	AT4G26140;
A0A178V503	AT4G10290;
A0A178V505	
A0A178V506	
A0A178V508	
A0A178V509	
A0A178V510	AT4G31320;
A0A178V511	AT4G17240;
A0A178V512	
A0A178V513	AT4G22740;
A0A178V514	
A0A178V515	AT4G20810;
A0A178V516	
A0A178V517	
A0A178V518	
A0A178V519	
A0A178V520	
A0A178V522	
A0A178V523	
A0A178V524	
A0A178V526	
A0A178V527	
A0A178V528	
A0A178V529	
A0A178V532	
A0A178V533	
A0A178V534	
A0A178V537	
A0A178V538	
A0A178V539	
A0A178V541	
A0A178V542	AT4G21890;
A0A178V543	
A0A178V545	
A0A178V546	
A0A178V547	
A0A178V548	
A0A178V549	
A0A178V550	
A0A178V551	
A0A178V553	
A0A178V554	
A0A178V555	
A0A178V556	
A0A178V557	
A0A178V558	
A0A178V559	
A0A178V560	
A0A178V561	AT4G22270;
A0A178V562	
A0A178V564	
A0A178V565	AT3G53235;
A0A178V567	
A0A178V568	
A0A178V572	
A0A178V574	
A0A178V579	
A0A178V581	
A0A178V582	
A0A178V583	AT4G35660;
A0A178V584	
A0A178V585	
A0A178V586	
A0A178V587	
A0A178V588	
A0A178V591	
A0A178V592	
A0A178V593	
A0A178V594	
A0A178V595	
A0A178V596	
A0A178V598	
A0A178V599	
A0A178V5A1	
A0A178V5A3	
A0A178V5A5	
A0A178V5A7	AT4G28703;
A0A178V5A8	
A0A178V5A9	
A0A178V5B0	
A0A178V5B1	
A0A178V5B2	
A0A178V5B3	
A0A178V5B4	
A0A178V5B6	
A0A178V5B7	AT4G33820;
A0A178V5B9	
A0A178V5C0	AT4G34265;
A0A178V5C1	
A0A178V5C2	
A0A178V5C3	
A0A178V5C4	AT4G33140;
A0A178V5C5	
A0A178V5C6	
A0A178V5C7	
A0A178V5C9	
A0A178V5D0	
A0A178V5D1	
A0A178V5D3	
A0A178V5D4	
A0A178V5D5	
A0A178V5D6	
A0A178V5D8	
A0A178V5D9	AT4G36230;
A0A178V5E1	AT4G23530;
A0A178V5E5	
A0A178V5E6	AT3G05685;
A0A178V5E7	
A0A178V5E8	
A0A178V5E9	
A0A178V5F0	
A0A178V5F1	
A0A178V5F3	AT4G35410;
A0A178V5F5	
A0A178V5F6	
A0A178V5F7	
A0A178V5F8	
A0A178V5F9	AT4G02425;
A0A178V5G0	AT4G28775;
A0A178V5G1	AT4G37180;
A0A178V5G2	
A0A178V5G3	
A0A178V5G4	AT4G04190;
A0A178V5G7	
A0A178V5G8	
A0A178V5G9	
A0A178V5H0	
A0A178V5H1	
A0A178V5H3	
A0A178V5H4	AT4G37440;
A0A178V5H5	
A0A178V5H7	
A0A178V5H8	
A0A178V5H9	
A0A178V5I1	
A0A178V5I3	AT4G10050;
A0A178V5I4	
A0A178V5I5	
A0A178V5I6	
A0A178V5I8	
A0A178V5I9	
A0A178V5J0	AT4G32460;
A0A178V5J1	AT4G26210;
A0A178V5J2	
A0A178V5J3	
A0A178V5J4	
A0A178V5J6	
A0A178V5J9	
A0A178V5K3	AT3G11320;
A0A178V5K4	
A0A178V5K5	
A0A178V5K6	
A0A178V5K9	
A0A178V5L0	
A0A178V5L1	AT4G13370;
A0A178V5L2	
A0A178V5L3	
A0A178V5L4	
A0A178V5L5	
A0A178V5L6	
A0A178V5L7	
A0A178V5L9	
A0A178V5M0	
A0A178V5M2	
A0A178V5M3	
A0A178V5M4	
A0A178V5M5	
A0A178V5M6	
A0A178V5M7	
A0A178V5M9	
A0A178V5N1	
A0A178V5N2	
A0A178V5N4	
A0A178V5N6	
A0A178V5N7	
A0A178V5N8	
A0A178V5N9	
A0A178V5P3	
A0A178V5P6	
A0A178V5P8	AT4G08410;
A0A178V5P9	
A0A178V5Q1	AT3G21305;
A0A178V5Q3	AT4G32570;
A0A178V5Q5	
A0A178V5Q6	
A0A178V5Q7	
A0A178V5Q8	
A0A178V5R0	
A0A178V5R1	
A0A178V5R2	
A0A178V5R3	
A0A178V5R4	
A0A178V5R5	
A0A178V5R6	
A0A178V5R9	
A0A178V5S0	
A0A178V5S1	
A0A178V5S2	
A0A178V5S4	
A0A178V5S5	
A0A178V5S9	
A0A178V5T0	
A0A178V5T3	
A0A178V5T4	AT4G27810;
A0A178V5T6	
A0A178V5T7	
A0A178V5T8	AT4G30450;
A0A178V5T9	AT3G48100;
A0A178V5U0	
A0A178V5U1	
A0A178V5U4	
A0A178V5U5	
A0A178V5U7	
A0A178V5U8	
A0A178V5V0	
A0A178V5V1	
A0A178V5V3	
A0A178V5V4	
A0A178V5V5	
A0A178V5V6	
A0A178V5V7	
A0A178V5V8	
A0A178V5V9	
A0A178V5W1	
